word,score,sources,cefr_rank,taiwan_rank,corpus_rank
realize,0.643,"CEFR,Corpus,Taiwan",4.0,2883,4781
symbol,0.6427,"CEFR,Corpus,Taiwan",4.0,3508,3244
powder,0.6425,"CEFR,Corpus,Taiwan",4.0,2720,5200
impression,0.6421,"CEFR,Corpus,Taiwan",4.0,1854,7353
hammer,0.642,"CEFR,Corpus,Taiwan",4.0,1706,7721
excuse,0.642,"CEFR,Corpus,Taiwan",4.0,1368,8557
complain,0.642,"CEFR,Taiwan",4.0,784,
ultimate,0.6418,"CEFR,Corpus,Taiwan",4.0,3754,2668
rescue,0.6417,"CEFR,Corpus,Taiwan",4.0,2984,4572
nose,0.6416,"CEFR,Corpus,Taiwan",4.0,2424,5959
flesh,0.6416,"CEFR,Corpus,Taiwan",4.0,1516,8205
sugar,0.6415,"CEFR,Corpus,Taiwan",4.0,3468,3383
complicate,0.6415,"CEFR,Taiwan",4.0,790,
concentrateon,0.6411,"CEFR,Taiwan",4.0,796,
eleven,0.641,"CEFR,Corpus,Taiwan",4.0,1253,8875
split,0.641,"CEFR,Corpus,Taiwan",4.0,3354,3684
invention,0.6408,"CEFR,Corpus,Taiwan",4.0,1952,7155
weekend,0.6407,"CEFR,Corpus,Taiwan",4.0,3925,2281
innocent,0.6405,"CEFR,Corpus,Taiwan",4.0,1908,7271
spiritual,0.6404,"CEFR,Corpus,Taiwan",4.0,3352,3706
toy,0.6403,"CEFR,Corpus,Taiwan",4.0,3681,2897
semester,0.6402,"CEFR,Corpus,Taiwan",4.0,3144,4229
confine,0.6399,"CEFR,Taiwan",4.0,812,
smooth,0.6398,"CEFR,Corpus,Taiwan",4.0,3290,3880
confined,0.6398,"CEFR,Taiwan",4.0,813,
cope,0.6398,"CEFR,Corpus,Taiwan",4.0,875,9848
confront,0.6396,"CEFR,Taiwan",4.0,816,
photographer,0.6395,"CEFR,Corpus,Taiwan",4.0,2628,5525
confuse,0.6395,"CEFR,Taiwan",4.0,817,
confusing,0.6394,"CEFR,Taiwan",4.0,819,
congratulate,0.6392,"CEFR,Taiwan",4.0,821,
congratulation,0.6391,"CEFR,Taiwan",4.0,822,
reporter,0.6388,"CEFR,Corpus,Taiwan",4.0,2970,4705
considerably,0.6384,"CEFR,Taiwan",4.0,832,
continent,0.6384,"CEFR,Corpus,Taiwan",4.0,852,9952
knee,0.6384,"CEFR,Corpus,Taiwan",4.0,2033,7034
consistof,0.6381,"CEFR,Taiwan",4.0,836,
personality,0.6381,"CEFR,Corpus,Taiwan",4.0,2613,5611
regularly,0.6379,"CEFR,Corpus,Taiwan",4.0,2923,4851
intention,0.6378,"CEFR,Corpus,Taiwan",4.0,1935,7295
gentle,0.6378,"CEFR,Corpus,Taiwan",4.0,1620,8075
passage,0.6375,"CEFR,Corpus,Taiwan",4.0,2576,5723
creature,0.6372,"CEFR,Corpus,Taiwan",4.0,919,9827
fur,0.6368,"CEFR,Corpus,Taiwan",4.0,1597,8165
manufacture,0.6366,"CEFR,Corpus,Taiwan",4.0,2198,6685
roof,0.6365,"CEFR,Corpus,Taiwan",4.0,3038,4613
repeat,0.6365,"CEFR,Corpus,Taiwan",4.0,2962,4802
contrasting,0.6365,"CEFR,Taiwan",4.0,858,
pleasant,0.6362,"CEFR,Corpus,Taiwan",4.0,2668,5538
convince,0.6357,"CEFR,Taiwan",4.0,868,
cooker,0.6356,"CEFR,Taiwan",4.0,870,
tank,0.6355,"CEFR,Corpus,Taiwan",4.0,3531,3429
suitable,0.6353,"CEFR,Corpus,Taiwan",4.0,3472,3580
cooldown,0.6353,"CEFR,Taiwan",4.0,874,
indirect,0.6352,"CEFR,Corpus,Taiwan",4.0,1880,7518
sufficient,0.6348,"CEFR,Corpus,Taiwan",4.0,3466,3614
sum,0.6344,"CEFR,Corpus,Taiwan",4.0,3476,3601
shoe,0.6343,"CEFR,Corpus,Taiwan",4.0,3205,4274
cough,0.6342,"CEFR,Taiwan",4.0,888,
counton,0.6339,"CEFR,Taiwan",4.0,893,
rush,0.6338,"CEFR,Corpus,Taiwan",4.0,3063,4640
loud,0.6337,"CEFR,Corpus,Taiwan",4.0,2155,6888
grave,0.6337,"CEFR,Corpus,Taiwan",4.0,1679,8065
countryside,0.6337,"CEFR,Taiwan",4.0,896,
photograph,0.6334,"CEFR,Corpus,Taiwan",4.0,2627,5732
totally,0.6332,"CEFR,Corpus,Taiwan",4.0,3672,3156
whatever,0.6332,"CEFR,Corpus,Taiwan",4.0,3938,2501
cousin,0.6331,"CEFR,Taiwan",4.0,903,
employ,0.633,"CEFR,Corpus,Taiwan",4.0,1270,9099
coverup,0.6328,"CEFR,Taiwan",4.0,908,
cracked,0.6325,"CEFR,Taiwan",4.0,911,
elect,0.6322,"CEFR,Corpus,Taiwan",4.0,1242,9193
stable,0.6321,"CEFR,Corpus,Taiwan",4.0,3367,3947
violence,0.6318,"CEFR,Corpus,Taiwan",4.0,3867,2720
creditcard,0.6318,"CEFR,Taiwan",4.0,921,
suit,0.6315,"CEFR,Corpus,Taiwan",4.0,3471,3709
crisp,0.6315,"CEFR,Taiwan",4.0,925,
trouble,0.6312,"CEFR,Corpus,Taiwan",4.0,3712,3124
yesterday,0.6312,"CEFR,Corpus,Taiwan",4.0,4035,2326
satisfied,0.6312,"CEFR,Corpus,Taiwan",4.0,3086,4671
criticize,0.6312,"CEFR,Taiwan",4.0,929,
perfectly,0.6311,"CEFR,Corpus,Taiwan",4.0,2602,5872
crossout,0.631,"CEFR,Taiwan",4.0,932,
crowded,0.6308,"CEFR,Taiwan",4.0,934,
cruel,0.6306,"CEFR,Taiwan",4.0,937,
garbage,0.6306,"CEFR,Corpus,Taiwan",4.0,1608,8345
crush,0.6305,"CEFR,Taiwan",4.0,938,
cryout,0.6304,"CEFR,Taiwan",4.0,940,
educated,0.6303,"CEFR,Corpus,Taiwan",4.0,1224,9302
sick,0.6301,"CEFR,Corpus,Taiwan",4.0,3228,4358
cupboard,0.63,"CEFR,Taiwan",4.0,945,
fifteen,0.63,"CEFR,Corpus,Taiwan",4.0,1477,8688
superior,0.63,"CEFR,Corpus,Taiwan",4.0,3482,3734
strip,0.6299,"CEFR,Corpus,Taiwan",4.0,3431,3862
wear,0.6298,"CEFR,Corpus,Taiwan",4.0,3917,2664
curiously,0.6298,"CEFR,Taiwan",4.0,948,
curl,0.6297,"CEFR,Taiwan",4.0,949,
curlup,0.6297,"CEFR,Taiwan",4.0,950,
curly,0.6296,"CEFR,Taiwan",4.0,951,
strike,0.6295,"CEFR,Corpus,Taiwan",4.0,3428,3884
shadow,0.6293,"CEFR,Corpus,Taiwan",4.0,3179,4505
curtain,0.6293,"CEFR,Taiwan",4.0,955,
smoke,0.6292,"CEFR,Corpus,Taiwan",4.0,3289,4236
curved,0.6291,"CEFR,Taiwan",4.0,957,
dramatically,0.6291,"CEFR,Corpus,Taiwan",4.0,1175,9463
strange,0.6289,"CEFR,Corpus,Taiwan",4.0,3417,3929
offensive,0.6289,"CEFR,Corpus,Taiwan",4.0,2468,6274
cutback,0.6287,"CEFR,Taiwan",4.0,963,
cutdown,0.6286,"CEFR,Taiwan",4.0,964,
mixture,0.6285,"CEFR,Corpus,Taiwan",4.0,2302,6697
cutoff,0.6285,"CEFR,Taiwan",4.0,965,
cutout,0.6285,"CEFR,Taiwan",4.0,966,
occasionally,0.6284,"CEFR,Corpus,Taiwan",4.0,2454,6326
seriously,0.6284,"CEFR,Corpus,Taiwan",4.0,3158,4587
cutup,0.6284,"CEFR,Taiwan",4.0,967,
temporary,0.6282,"CEFR,Corpus,Taiwan",4.0,3558,3606
damp,0.6281,"CEFR,Taiwan",4.0,971,
headline,0.6281,"CEFR,Corpus,Taiwan",4.0,1736,8112
dancer,0.6279,"CEFR,Taiwan",4.0,973,
pointed,0.6275,"CEFR,Corpus,Taiwan",4.0,2679,5801
dateback,0.6273,"CEFR,Taiwan",4.0,982,
disappointed,0.6268,"CEFR,Corpus,Taiwan",4.0,1109,9704
flavor,0.6267,"CEFR,Corpus,Taiwan",4.0,1514,8705
dealin,0.6266,"CEFR,Taiwan",4.0,991,
dealwith,0.6265,"CEFR,Taiwan",4.0,993,
skill,0.6263,"CEFR,Corpus,Taiwan",4.0,3266,4391
decay,0.6259,"CEFR,Taiwan",4.0,1000,
proceed,0.6259,"CEFR,Corpus,Taiwan",4.0,2771,5628
decideon,0.6257,"CEFR,Taiwan",4.0,1003,
decorate,0.6254,"CEFR,Taiwan",4.0,1007,
explosion,0.6254,"CEFR,Corpus,Taiwan",4.0,1391,9053
decoration,0.6254,"CEFR,Taiwan",4.0,1008,
rapidly,0.6251,"CEFR,Corpus,Taiwan",4.0,2863,5427
sentence,0.625,"CEFR,Corpus,Taiwan",4.0,3151,4717
nail,0.625,"CEFR,Corpus,Taiwan",4.0,2362,6667
recall,0.6249,"CEFR,Corpus,Taiwan",4.0,2888,5370
shock,0.6247,"CEFR,Corpus,Taiwan",4.0,3202,4602
shooting,0.6246,"CEFR,Corpus,Taiwan",4.0,3209,4589
definite,0.6245,"CEFR,Taiwan",4.0,1019,
successfully,0.6243,"CEFR,Corpus,Taiwan",4.0,3460,3978
deliberate,0.6242,"CEFR,Taiwan",4.0,1024,
deliberately,0.6241,"CEFR,Taiwan",4.0,1025,
delicate,0.624,"CEFR,Taiwan",4.0,1026,
delighted,0.6239,"CEFR,Taiwan",4.0,1028,
whom,0.6237,"CEFR,Corpus,Taiwan",4.0,3954,2776
teach,0.6237,"CEFR,Corpus,Taiwan",4.0,3538,3806
dentist,0.6235,"CEFR,Taiwan",4.0,1033,
preference,0.6232,"CEFR,Corpus,Taiwan",4.0,2730,5817
romantic,0.6232,"CEFR,Corpus,Taiwan",4.0,3037,5059
dependon,0.6231,"CEFR,Taiwan",4.0,1038,
depress,0.623,"CEFR,Taiwan",4.0,1040,
depressed,0.6229,"CEFR,Taiwan",4.0,1041,
zero,0.6229,"CEFR,Corpus,Taiwan",4.0,4045,2579
depressing,0.6228,"CEFR,Taiwan",4.0,1042,
derive,0.6227,"CEFR,Taiwan",4.0,1044,
derivefrom,0.6226,"CEFR,Taiwan",4.0,1045,
deserted,0.6222,"CEFR,Taiwan",4.0,1050,
tomorrow,0.6221,"CEFR,Corpus,Taiwan",4.0,3657,3565
girlfriend,0.6219,"CEFR,Corpus,Taiwan",4.0,1635,8568
technique,0.6218,"CEFR,Corpus,Taiwan",4.0,3547,3845
desperately,0.6216,"CEFR,Taiwan",4.0,1058,
wonderful,0.6215,"CEFR,Corpus,Taiwan",4.0,3987,2767
somewhat,0.6214,"CEFR,Corpus,Taiwan",4.0,3315,4432
writer,0.6208,"CEFR,Corpus,Taiwan",4.0,4017,2718
sad,0.6207,"CEFR,Corpus,Taiwan",4.0,3066,5071
devote,0.6204,"CEFR,Taiwan",4.0,1075,
tonight,0.6204,"CEFR,Corpus,Taiwan",4.0,3661,3612
potentially,0.6203,"CEFR,Corpus,Taiwan",4.0,2717,5945
devoteto,0.6202,"CEFR,Taiwan",4.0,1077,
dieaway,0.6197,"CEFR,Taiwan",4.0,1084,
dieout,0.6196,"CEFR,Taiwan",4.0,1085,
tower,0.6194,"CEFR,Corpus,Taiwan",4.0,3679,3599
lip,0.6187,"CEFR,Corpus,Taiwan",4.0,2111,7498
pepper,0.6185,"CEFR,Corpus,Taiwan",4.0,2598,6300
disadvantage,0.6182,"CEFR,Taiwan",4.0,1104,
disagreement,0.6181,"CEFR,Taiwan",4.0,1106,
disappear,0.618,"CEFR,Taiwan",4.0,1107,
disappoint,0.6179,"CEFR,Taiwan",4.0,1108,
strongly,0.6179,"CEFR,Corpus,Taiwan",4.0,3435,4254
disappointing,0.6178,"CEFR,Taiwan",4.0,1110,
disappointment,0.6177,"CEFR,Taiwan",4.0,1111,
disapproval,0.6176,"CEFR,Taiwan",4.0,1112,
disapprove,0.6176,"CEFR,Taiwan",4.0,1113,
disapproving,0.6175,"CEFR,Taiwan",4.0,1114,
meanwhile,0.6172,"CEFR,Corpus,Taiwan",4.0,2236,7240
wheel,0.6168,"CEFR,Corpus,Taiwan",4.0,3939,3043
disgust,0.6167,"CEFR,Taiwan",4.0,1125,
disgusted,0.6166,"CEFR,Taiwan",4.0,1126,
disgusting,0.6165,"CEFR,Taiwan",4.0,1127,
dishonest,0.6164,"CEFR,Taiwan",4.0,1129,
dishonestly,0.6163,"CEFR,Taiwan",4.0,1130,
twenty,0.6162,"CEFR,Corpus,Taiwan",4.0,3742,3549
routine,0.6162,"CEFR,Corpus,Taiwan",4.0,3047,5269
dislike,0.6162,"CEFR,Taiwan",4.0,1132,
dismiss,0.6161,"CEFR,Taiwan",4.0,1133,
dissolve,0.6159,"CEFR,Taiwan",4.0,1135,
distinguish,0.6158,"CEFR,Taiwan",4.0,1137,
pitch,0.6156,"CEFR,Corpus,Taiwan",4.0,2650,6268
disturb,0.6155,"CEFR,Taiwan",4.0,1141,
disturbing,0.6154,"CEFR,Taiwan",4.0,1142,
threat,0.6154,"CEFR,Corpus,Taiwan",4.0,3615,3891
divorced,0.6151,"CEFR,Taiwan",4.0,1146,
taste,0.615,"CEFR,Corpus,Taiwan",4.0,3535,4103
width,0.6148,"CEFR,Corpus,Taiwan",4.0,3959,3060
substance,0.6148,"CEFR,Corpus,Taiwan",4.0,3454,4308
universe,0.6146,"CEFR,Corpus,Taiwan",4.0,3790,3484
railway,0.6146,"CEFR,Corpus,Taiwan",4.0,2855,5797
dominate,0.6142,"CEFR,Taiwan",4.0,1158,
typical,0.6142,"CEFR,Corpus,Taiwan",4.0,3750,3598
lonely,0.6139,"CEFR,Corpus,Taiwan",4.0,2141,7584
downstairs,0.6136,"CEFR,Taiwan",4.0,1167,
downward,0.6135,"CEFR,Taiwan",4.0,1168,
downwards,0.6134,"CEFR,Taiwan",4.0,1169,
wave,0.6133,"CEFR,Corpus,Taiwan",4.0,3909,3233
treat,0.6129,"CEFR,Corpus,Taiwan",4.0,3703,3758
drawer,0.6128,"CEFR,Taiwan",4.0,1177,
twin,0.6127,"CEFR,Corpus,Taiwan",4.0,3744,3663
dressup,0.6125,"CEFR,Taiwan",4.0,1181,
somewhere,0.6125,"CEFR,Corpus,Taiwan",4.0,3316,4726
participant,0.6123,"CEFR,Corpus,Taiwan",4.0,2565,6588
indication,0.6122,"CEFR,Corpus,Taiwan",4.0,1879,8286
unable,0.6122,"CEFR,Corpus,Taiwan",4.0,3757,3646
wet,0.6121,"CEFR,Corpus,Taiwan",4.0,3936,3208
dropout,0.6121,"CEFR,Taiwan",4.0,1187,
drugstore,0.6119,"CEFR,Taiwan",4.0,1189,
twice,0.6119,"CEFR,Corpus,Taiwan",4.0,3743,3691
dryoff,0.6116,"CEFR,Taiwan",4.0,1193,
dryup,0.6116,"CEFR,Taiwan",4.0,1194,
yeah,0.6115,"CEFR,Corpus,Taiwan",4.0,4030,2994
dull,0.6114,"CEFR,Taiwan",4.0,1196,
sight,0.6114,"CEFR,Corpus,Taiwan",4.0,3230,4976
tight,0.6112,"CEFR,Corpus,Taiwan",4.0,3633,3986
smile,0.6112,"CEFR,Corpus,Taiwan",4.0,3287,4842
thousand,0.6111,"CEFR,Corpus,Taiwan",4.0,3613,4040
substantial,0.611,"CEFR,Corpus,Taiwan",4.0,3455,4434
eachother,0.6107,"CEFR,Taiwan",4.0,1205,
warm,0.6104,"CEFR,Corpus,Taiwan",4.0,3898,3359
educate,0.6094,"CEFR,Taiwan",4.0,1223,
surrounding,0.6094,"CEFR,Corpus,Taiwan",4.0,3492,4396
eighteen,0.6086,"CEFR,Taiwan",4.0,1234,
silk,0.6085,"CEFR,Corpus,Taiwan",4.0,3238,5051
eighteenth,0.6085,"CEFR,Taiwan",4.0,1235,
eighth,0.6085,"CEFR,Taiwan",4.0,1236,
impressed,0.6084,"CEFR,Corpus,Taiwan",4.0,1853,8478
eightieth,0.6084,"CEFR,Taiwan",4.0,1237,
eighty,0.6083,"CEFR,Taiwan",4.0,1238,
quit,0.6082,"CEFR,Corpus,Taiwan",4.0,2847,6027
subsequent,0.6082,"CEFR,Corpus,Taiwan",4.0,3452,4534
reputation,0.6082,"CEFR,Corpus,Taiwan",4.0,2977,5708
elbow,0.6082,"CEFR,Taiwan",4.0,1240,
rough,0.6081,"CEFR,Corpus,Taiwan",4.0,3043,5548
vary,0.608,"CEFR,Corpus,Taiwan",4.0,3850,3558
elevator,0.6073,"CEFR,Taiwan",4.0,1252,
excitement,0.6072,"CEFR,Corpus,Taiwan",4.0,1364,9726
proportion,0.6072,"CEFR,Corpus,Taiwan",4.0,2798,6183
shoot,0.6071,"CEFR,Corpus,Taiwan",4.0,3207,5175
eleventh,0.6071,"CEFR,Taiwan",4.0,1254,
tiny,0.6071,"CEFR,Corpus,Taiwan",4.0,3640,4106
embarrass,0.6068,"CEFR,Taiwan",4.0,1258,
embarrassed,0.6067,"CEFR,Taiwan",4.0,1259,
embarrassing,0.6067,"CEFR,Taiwan",4.0,1260,
pole,0.6067,"CEFR,Corpus,Taiwan",4.0,2684,6483
embarrassment,0.6066,"CEFR,Taiwan",4.0,1261,
emerge,0.6065,"CEFR,Taiwan",4.0,1262,
tone,0.6064,"CEFR,Corpus,Taiwan",4.0,3659,4082
emotion,0.6064,"CEFR,Taiwan",4.0,1264,
solve,0.6063,"CEFR,Corpus,Taiwan",4.0,3308,4953
emotionally,0.6062,"CEFR,Taiwan",4.0,1266,
precious,0.6061,"CEFR,Corpus,Taiwan",4.0,2727,6395
emphasize,0.6061,"CEFR,Taiwan",4.0,1268,
typically,0.6058,"CEFR,Corpus,Taiwan",4.0,3751,3874
gradually,0.6057,"CEFR,Corpus,Taiwan",4.0,1665,9033
silent,0.6056,"CEFR,Corpus,Taiwan",4.0,3237,5152
encouragement,0.6053,"CEFR,Taiwan",4.0,1279,
endin,0.6051,"CEFR,Taiwan",4.0,1281,
grateful,0.6048,"CEFR,Corpus,Taiwan",4.0,1678,9031
slowly,0.6046,"CEFR,Corpus,Taiwan",4.0,3282,5074
wonder,0.6045,"CEFR,Corpus,Taiwan",4.0,3986,3339
enjoyable,0.6042,"CEFR,Taiwan",4.0,1293,
enjoyment,0.6042,"CEFR,Taiwan",4.0,1294,
hungry,0.604,"CEFR,Corpus,Taiwan",4.0,1818,8710
slip,0.6037,"CEFR,Corpus,Taiwan",4.0,3279,5110
entertain,0.6036,"CEFR,Taiwan",4.0,1301,
entertainer,0.6036,"CEFR,Taiwan",4.0,1302,
enthusiasm,0.6033,"CEFR,Taiwan",4.0,1305,
enthusiastic,0.6033,"CEFR,Taiwan",4.0,1306,
enthusiastically,0.6032,"CEFR,Taiwan",4.0,1307,
thin,0.6031,"CEFR,Corpus,Taiwan",4.0,3596,4349
entitle,0.603,"CEFR,Taiwan",4.0,1310,
visitor,0.6029,"CEFR,Corpus,Taiwan",4.0,3876,3662
offense,0.6029,"CEFR,Corpus,Taiwan",4.0,2467,7144
generous,0.6026,"CEFR,Corpus,Taiwan",4.0,1619,9248
till,0.6026,"CEFR,Corpus,Taiwan",4.0,3635,4267
nervous,0.602,"CEFR,Corpus,Taiwan",4.0,2390,7366
winner,0.6017,"CEFR,Corpus,Taiwan",4.0,3974,3462
stupid,0.6016,"CEFR,Corpus,Taiwan",4.0,3444,4775
freeze,0.6007,"CEFR,Corpus,Taiwan",4.0,1566,9443
tube,0.6007,"CEFR,Corpus,Taiwan",4.0,3722,4116
shoulder,0.6003,"CEFR,Corpus,Taiwan",4.0,3216,5380
legally,0.6002,"CEFR,Corpus,Taiwan",4.0,2083,8183
possession,0.6001,"CEFR,Corpus,Taiwan",4.0,2705,6648
exaggerate,0.5999,"CEFR,Taiwan",4.0,1352,
exaggerated,0.5998,"CEFR,Taiwan",4.0,1353,
mere,0.5995,"CEFR,Corpus,Taiwan",4.0,2257,7775
throw,0.5995,"CEFR,Corpus,Taiwan",4.0,3622,4404
poem,0.5992,"CEFR,Corpus,Taiwan",4.0,2676,6752
excite,0.5991,"CEFR,Taiwan",4.0,1362,
resolve,0.5987,"CEFR,Corpus,Taiwan",4.0,2994,5981
sauce,0.5985,"CEFR,Corpus,Taiwan",4.0,3089,5755
soap,0.5983,"CEFR,Corpus,Taiwan",4.0,3295,5253
expectation,0.5979,"CEFR,Taiwan",4.0,1378,
singer,0.5973,"CEFR,Corpus,Taiwan",4.0,3249,5399
explode,0.5971,"CEFR,Taiwan",4.0,1389,
qualify,0.597,"CEFR,Corpus,Taiwan",4.0,2836,6428
profession,0.5968,"CEFR,Corpus,Taiwan",4.0,2779,6576
expose,0.5968,"CEFR,Taiwan",4.0,1393,
tall,0.5967,"CEFR,Corpus,Taiwan",4.0,3530,4724
spin,0.5963,"CEFR,Corpus,Taiwan",4.0,3350,5184
shut,0.5959,"CEFR,Corpus,Taiwan",4.0,3225,5505
repeated,0.5954,"CEFR,Corpus,Taiwan",4.0,2963,6170
faint,0.5949,"CEFR,Taiwan",4.0,1419,
faithful,0.5946,"CEFR,Taiwan",4.0,1423,
preserve,0.5946,"CEFR,Corpus,Taiwan",4.0,2739,6750
faithfully,0.5945,"CEFR,Taiwan",4.0,1424,
shelf,0.5945,"CEFR,Corpus,Taiwan",4.0,3192,5634
unfortunately,0.5945,"CEFR,Corpus,Taiwan",4.0,3779,4184
underground,0.5944,"CEFR,Corpus,Taiwan",4.0,3765,4221
recover,0.5944,"CEFR,Corpus,Taiwan",4.0,2901,6356
infectious,0.5943,"CEFR,Corpus,Taiwan",4.0,1891,8855
tropical,0.5942,"CEFR,Corpus,Taiwan",4.0,3711,4362
farther,0.5933,"CEFR,Taiwan",4.0,1440,
farthest,0.5933,"CEFR,Taiwan",4.0,1441,
trend,0.5932,"CEFR,Corpus,Taiwan",4.0,3706,4405
fashionable,0.5931,"CEFR,Taiwan",4.0,1443,
fasten,0.593,"CEFR,Taiwan",4.0,1445,
valuable,0.5929,"CEFR,Corpus,Taiwan",4.0,3842,4080
tie,0.5927,"CEFR,Corpus,Taiwan",4.0,3631,4607
yours,0.5925,"CEFR,Corpus,Taiwan",4.0,4041,3600
mess,0.5924,"CEFR,Corpus,Taiwan",4.0,2259,8009
feather,0.5924,"CEFR,Taiwan",4.0,1453,
intend,0.5918,"CEFR,Corpus,Taiwan",4.0,1933,8834
organize,0.5916,"CEFR,Corpus,Taiwan",4.0,2511,7411
flour,0.5916,"CEFR,Corpus,Taiwan",4.0,1522,9857
tourist,0.5911,"CEFR,Corpus,Taiwan",4.0,3676,4549
usual,0.5911,"CEFR,Corpus,Taiwan",4.0,3837,4152
fetch,0.591,"CEFR,Taiwan",4.0,1471,
observe,0.5909,"CEFR,Corpus,Taiwan",4.0,2448,7591
lean,0.5908,"CEFR,Corpus,Taiwan",4.0,2071,8525
tend,0.5906,"CEFR,Corpus,Taiwan",4.0,3560,4855
throat,0.5903,"CEFR,Corpus,Taiwan",4.0,3619,4718
figureout,0.5901,"CEFR,Taiwan",4.0,1484,
sleeve,0.59,"CEFR,Corpus,Taiwan",4.0,3274,5580
thick,0.5898,"CEFR,Corpus,Taiwan",4.0,3593,4800
findout,0.5893,"CEFR,Taiwan",4.0,1495,
willing,0.5888,"CEFR,Corpus,Taiwan",4.0,3965,3912
importantly,0.5887,"CEFR,Corpus,Taiwan",4.0,1850,9141
sing,0.5885,"CEFR,Corpus,Taiwan",4.0,3248,5694
officially,0.5883,"CEFR,Corpus,Taiwan",4.0,2475,7611
shaped,0.5881,"CEFR,Corpus,Taiwan",4.0,3185,5863
flee,0.5878,"CEFR,Taiwan",4.0,1515,
toe,0.5872,"CEFR,Corpus,Taiwan",4.0,3651,4741
railroad,0.5869,"CEFR,Corpus,Taiwan",4.0,2854,6720
mild,0.5865,"CEFR,Corpus,Taiwan",4.0,2276,8164
overcome,0.586,"CEFR,Corpus,Taiwan",4.0,2532,7548
forgive,0.5857,"CEFR,Taiwan",4.0,1543,
victory,0.5856,"CEFR,Corpus,Taiwan",4.0,3861,4277
swing,0.5855,"CEFR,Corpus,Taiwan",4.0,3504,5162
vertical,0.5853,"CEFR,Corpus,Taiwan",4.0,3857,4295
heel,0.5853,"CEFR,Corpus,Taiwan",4.0,1748,9509
fourteen,0.5845,"CEFR,Taiwan",4.0,1559,
accessories,0.5839,"Corpus,Taiwan",,21,488
somebody,0.5836,"CEFR,Corpus,Taiwan",4.0,3310,5704
talent,0.5835,"CEFR,Corpus,Taiwan",4.0,3528,5170
realistic,0.5833,"CEFR,Corpus,Taiwan",4.0,2881,6775
gentleman,0.5832,"CEFR,Corpus,Taiwan",4.0,1621,9891
rely,0.5832,"CEFR,Corpus,Taiwan",4.0,2944,6623
frighten,0.5832,"CEFR,Taiwan",4.0,1577,
frightened,0.5831,"CEFR,Taiwan",4.0,1578,
frightening,0.583,"CEFR,Taiwan",4.0,1579,
are,0.5829,"Corpus,Taiwan",,224,20
wing,0.5827,"CEFR,Corpus,Taiwan",4.0,3973,4096
harmful,0.5822,"CEFR,Corpus,Taiwan",4.0,1723,9672
visible,0.5808,"CEFR,Corpus,Taiwan",4.0,3873,4407
hollow,0.5807,"CEFR,Corpus,Taiwan",4.0,1786,9566
journalist,0.5806,"CEFR,Corpus,Taiwan",4.0,2000,9042
tough,0.58,"CEFR,Corpus,Taiwan",4.0,3674,4924
american,0.5798,"Corpus,Taiwan",,151,303
relax,0.5792,"CEFR,Corpus,Taiwan",4.0,2934,6781
suppose,0.5791,"CEFR,Corpus,Taiwan",4.0,3487,5416
activities,0.5791,"Corpus,Taiwan",,48,581
stretch,0.5791,"CEFR,Corpus,Taiwan",4.0,3425,5572
venture,0.5789,"CEFR,Corpus,Taiwan",4.0,3855,4513
glove,0.5782,"CEFR,Taiwan",4.0,1644,
worst,0.5782,"CEFR,Corpus,Taiwan",4.0,4006,4165
glue,0.5781,"CEFR,Taiwan",4.0,1645,
uniform,0.5781,"CEFR,Corpus,Taiwan",4.0,3782,4721
stroke,0.578,"CEFR,Corpus,Taiwan",4.0,3433,5586
steam,0.578,"CEFR,Corpus,Taiwan",4.0,3394,5684
relate,0.5778,"CEFR,Corpus,Taiwan",4.0,2927,6843
protest,0.5777,"CEFR,Corpus,Taiwan",4.0,2806,7148
reasonably,0.5774,"CEFR,Corpus,Taiwan",4.0,2887,6956
goodbye,0.5774,"CEFR,Taiwan",4.0,1655,
sailing,0.5771,"CEFR,Corpus,Taiwan",4.0,3073,6507
govern,0.5771,"CEFR,Taiwan",4.0,1659,
gradual,0.5767,"CEFR,Taiwan",4.0,1664,
suddenly,0.5767,"CEFR,Corpus,Taiwan",4.0,3463,5557
grandchild,0.5764,"CEFR,Taiwan",4.0,1669,
granddaughter,0.5763,"CEFR,Taiwan",4.0,1670,
grandfather,0.5762,"CEFR,Taiwan",4.0,1671,
grandmother,0.5761,"CEFR,Taiwan",4.0,1672,
grandparent,0.5761,"CEFR,Taiwan",4.0,1673,
grandson,0.576,"CEFR,Taiwan",4.0,1674,
added,0.5759,"Corpus,Taiwan",,57,665
similarly,0.5759,"CEFR,Corpus,Taiwan",4.0,3242,6129
rarely,0.5755,"CEFR,Corpus,Taiwan",4.0,2865,7073
greet,0.5752,"CEFR,Taiwan",4.0,1684,
soup,0.5751,"CEFR,Corpus,Taiwan",4.0,3328,5944
keen,0.5742,"CEFR,Corpus,Taiwan",4.0,2016,9217
habit,0.5741,"CEFR,Taiwan",4.0,1700,
worker,0.574,"CEFR,Corpus,Taiwan",4.0,3994,4335
hairdresser,0.5738,"CEFR,Taiwan",4.0,1703,
handful,0.5735,"CEFR,Taiwan",4.0,1708,
lazy,0.5733,"CEFR,Corpus,Taiwan",4.0,2065,9125
handsome,0.5732,"CEFR,Taiwan",4.0,1711,
precise,0.5732,"CEFR,Corpus,Taiwan",4.0,2728,7489
handwriting,0.5732,"CEFR,Taiwan",4.0,1712,
